,matchId,label,numbGoals,goals_home,goals_away,team_home,team_away,id_home,id_away,xG_home,shots_home,xG_away,shots_away
25,2517026,"Wolfsburg - Hamburger SV, 1 - 3",4,1,3,Wolfsburg,Hamburger SV,2451,2450,1.2478636757246866,9.0,2.7274713953919605,14.0
26,2517019,"Hoffenheim - Hannover 96, 3 - 1",4,3,1,Hoffenheim,Hannover 96,2482,2455,1.6531188020652035,15.0,1.8144070476767293,13.0
27,2517011,"Köln - Schalke 04, 2 - 2",4,2,2,Köln,Schalke 04,2463,2449,0.7966575909298732,10.0,1.6400338656828963,19.0
28,2517014,"Augsburg - Mainz 05, 2 - 0",2,2,0,Augsburg,Mainz 05,2481,2460,1.9817198481467857,15.0,0.4024539074267896,7.0
29,2517009,"Borussia Dortmund - Bayer Leverkusen, 4 - 0",4,4,0,Borussia Dortmund,Bayer Leverkusen,2447,2446,2.3581679805124236,16.0,0.6477268612455748,9.0
30,2517010,"RB Leipzig - Hoffenheim, 2 - 5",7,2,5,RB Leipzig,Hoffenheim,2975,2482,1.0478155409612648,14.0,2.9978903593404542,13.0
31,2517013,"Eintracht Frankfurt - Hertha BSC, 0 - 3",3,0,3,Eintracht Frankfurt,Hertha BSC,2462,2457,1.192124608623348,11.0,1.1004443803943365,4.0
32,2517015,"Hamburger SV - Freiburg, 1 - 0",1,1,0,Hamburger SV,Freiburg,2450,2453,1.4592672213671123,11.0,1.5073627635700078,11.0
33,2517016,"Hannover 96 - Bayern München, 0 - 3",3,0,3,Hannover 96,Bayern München,2455,2444,0.48406321051880263,6.0,1.6540913770179118,13.0
34,2517017,"Stuttgart - Werder Bremen, 2 - 0",2,2,0,Stuttgart,Werder Bremen,2445,2443,1.2975468021279157,9.0,0.6961341543254568,9.0
35,2517012,"Borussia M'gladbach - Wolfsburg, 3 - 0",3,3,0,Borussia M'gladbach,Wolfsburg,2454,2451,1.5231792803224489,13.0,0.5862109613880871,8.0
36,2517006,"Mainz 05 - Freiburg, 2 - 0",2,2,0,Mainz 05,Freiburg,2460,2453,1.7622168534740834,12.0,0.6558681327517302,11.0
37,2517003,"Werder Bremen - RB Leipzig, 1 - 1",2,1,1,Werder Bremen,RB Leipzig,2443,2975,1.0279471277075485,15.0,0.7607792170570917,9.0
38,2517004,"Schalke 04 - Borussia Dortmund, 2 - 0",2,2,0,Schalke 04,Borussia Dortmund,2449,2447,0.9751764312727237,12.0,1.1993550633307861,12.0
39,2517000,"Bayern München - Borussia M'gladbach, 5 - 1",6,5,1,Bayern München,Borussia M'gladbach,2444,2454,3.8552936728049265,19.0,0.3252522448677959,4.0
40,2517001,"Hoffenheim - Hamburger SV, 2 - 0",2,2,0,Hoffenheim,Hamburger SV,2482,2450,3.2642445418576242,22.0,0.4774258550420751,12.0
41,2517002,"Hertha BSC - Köln, 2 - 1",3,2,1,Hertha BSC,Köln,2457,2463,1.5482832943966913,12.0,1.5255226070372245,13.0
42,2517005,"Bayer Leverkusen - Eintracht Frankfurt, 4 - 1",5,4,1,Bayer Leverkusen,Eintracht Frankfurt,2446,2462,1.44920007039496,11.0,0.9601256315190657,7.0
43,2517008,"Stuttgart - Hannover 96, 1 - 1",2,1,1,Stuttgart,Hannover 96,2445,2455,0.7678747518478948,11.0,0.4881194112430452,8.0
44,2517007,"Wolfsburg - Augsburg, 0 - 0",0,0,0,Wolfsburg,Augsburg,2451,2481,1.4788546085393417,16.0,0.5299103965177201,8.0
45,2516992,"RB Leipzig - Bayer Leverkusen, 1 - 4",5,1,4,RB Leipzig,Bayer Leverkusen,2975,2446,1.9846505929438347,18.0,1.7912260670754871,13.0
46,2516996,"Eintracht Frankfurt - Hoffenheim, 1 - 1",2,1,1,Eintracht Frankfurt,Hoffenheim,2462,2482,2.0199868339673483,15.0,1.0014250514411616,10.0
47,2516991,"Borussia Dortmund - Stuttgart, 3 - 0",3,3,0,Borussia Dortmund,Stuttgart,2447,2445,2.0120556688499387,14.0,0.7331831113455552,8.0
48,2516998,"Hamburger SV - Schalke 04, 3 - 2",5,3,2,Hamburger SV,Schalke 04,2450,2449,2.035094698275909,15.0,0.9153273702287856,8.0
49,2516993,"Köln - Mainz 05, 1 - 1",2,1,1,Köln,Mainz 05,2463,2460,1.484284358853894,15.0,1.2406827829236067,12.0
50,2516994,"Freiburg - Wolfsburg, 0 - 2",2,0,2,Freiburg,Wolfsburg,2453,2451,1.4532774733303744,13.0,0.7075380462975124,10.0
51,2516995,"Borussia M'gladbach - Hertha BSC, 2 - 1",3,2,1,Borussia M'gladbach,Hertha BSC,2454,2457,1.3353681048528938,9.0,2.348922743986785,12.0
52,2516997,"Augsburg - Bayern München, 1 - 4",5,1,4,Augsburg,Bayern München,2481,2444,0.6304267843286125,7.0,1.4709471221234283,11.0
53,2516999,"Hannover 96 - Werder Bremen, 2 - 1",3,2,1,Hannover 96,Werder Bremen,2455,2443,1.7718551577527712,10.0,1.1971379069539285,11.0
54,2516988,"Mainz 05 - Borussia M'gladbach, 0 - 0",0,0,0,Mainz 05,Borussia M'gladbach,2460,2454,1.055220346263858,15.0,0.8677999881967199,10.0
55,2516985,"Werder Bremen - Eintracht Frankfurt, 2 - 1",3,2,1,Werder Bremen,Eintracht Frankfurt,2443,2462,1.1806166290914835,8.0,0.9595724479917772,11.0
56,2516984,"Hertha BSC - Wolfsburg, 0 - 0",0,0,0,Hertha BSC,Wolfsburg,2457,2451,0.6293446220236737,8.0,0.3705870169513942,6.0
57,2516982,"Bayern München - Borussia Dortmund, 6 - 0",6,6,0,Bayern München,Borussia Dortmund,2444,2447,3.4402320137257547,15.0,0.706303460567437,9.0
58,2516983,"Hoffenheim - Köln, 6 - 0",6,6,0,Hoffenheim,Köln,2482,2463,2.8837515115910595,18.0,0.8863704620894959,5.0
59,2516986,"Schalke 04 - Freiburg, 2 - 0",2,2,0,Schalke 04,Freiburg,2449,2453,1.967096114437401,15.0,0.3330737985900686,6.0
60,2516987,"Bayer Leverkusen - Augsburg, 0 - 0",0,0,0,Bayer Leverkusen,Augsburg,2446,2481,1.5611202955012409,17.0,0.43665135909537467,7.0
61,2516989,"Hannover 96 - RB Leipzig, 2 - 3",5,2,3,Hannover 96,RB Leipzig,2455,2975,1.3476976545355894,12.0,2.3712706266405417,16.0
62,2516990,"Stuttgart - Hamburger SV, 1 - 1",2,1,1,Stuttgart,Hamburger SV,2445,2450,1.1431752089191143,11.0,0.7622810894704942,8.0
63,2516974,"RB Leipzig - Bayern München, 2 - 1",3,2,1,RB Leipzig,Bayern München,2975,2444,2.212655488858948,15.0,1.0070957999151797,9.0
64,2516975,"Köln - Bayer Leverkusen, 2 - 0",2,2,0,Köln,Bayer Leverkusen,2463,2446,1.3241747001789932,8.0,0.8143421788329639,10.0
65,2516973,"Borussia Dortmund - Hannover 96, 1 - 0",1,1,0,Borussia Dortmund,Hannover 96,2447,2455,2.2279621361904303,23.0,1.048113142515745,9.0
66,2516981,"Wolfsburg - Schalke 04, 0 - 1",1,0,1,Wolfsburg,Schalke 04,2451,2449,1.7130382357876905,16.0,1.0121341360605554,9.0
67,2516977,"Borussia M'gladbach - Hoffenheim, 3 - 3",6,3,3,Borussia M'gladbach,Hoffenheim,2454,2482,2.384510013131177,22.0,2.369649944493042,12.0
68,2516978,"Eintracht Frankfurt - Mainz 05, 3 - 0",3,3,0,Eintracht Frankfurt,Mainz 05,2462,2460,2.234139447549299,15.0,0.7955087929237883,13.0
69,2516979,"Augsburg - Werder Bremen, 1 - 3",4,1,3,Augsburg,Werder Bremen,2481,2443,0.6564191261438247,15.0,1.848370063248719,20.0
70,2516980,"Hamburger SV - Hertha BSC, 1 - 2",3,1,2,Hamburger SV,Hertha BSC,2450,2457,0.7820531423343835,9.0,1.501177157294371,13.0
71,2516976,"Freiburg - Stuttgart, 1 - 2",3,1,2,Freiburg,Stuttgart,2453,2445,0.38270105382115666,6.0,2.120430652956217,10.0
72,2516968,"Werder Bremen - Köln, 3 - 1",4,3,1,Werder Bremen,Köln,2443,2463,0.8608102161054406,10.0,0.506088399577761,8.0
73,2516965,"Borussia Dortmund - Eintracht Frankfurt, 3 - 2",5,3,2,Borussia Dortmund,Eintracht Frankfurt,2447,2462,1.1461160338453624,13.0,1.5004007922818616,10.0
74,2516972,"Stuttgart - RB Leipzig, 0 - 0",0,0,0,Stuttgart,RB Leipzig,2445,2975,0.7339214655965774,10.0,0.5511108659524164,8.0
75,2516969,"Bayer Leverkusen - Borussia M'gladbach, 2 - 0",2,2,0,Bayer Leverkusen,Borussia M'gladbach,2446,2454,2.071527456303566,17.0,0.6079528565619114,8.0
76,2516964,"Bayern München - Hamburger SV, 6 - 0",6,6,0,Bayern München,Hamburger SV,2444,2450,4.427899014998538,18.0,0.0273458428310558,1.0
77,2516966,"Hoffenheim - Wolfsburg, 3 - 0",3,3,0,Hoffenheim,Wolfsburg,2482,2451,1.1905354274159843,15.0,0.3625200485159672,4.0
78,2516967,"Hertha BSC - Freiburg, 0 - 0",0,0,0,Hertha BSC,Freiburg,2457,2453,1.67029194085196,12.0,0.49452358018407405,5.0
79,2516971,"Hannover 96 - Augsburg, 1 - 3",4,1,3,Hannover 96,Augsburg,2455,2481,1.5355842145162761,17.0,2.1373959812014034,16.0
80,2516970,"Mainz 05 - Schalke 04, 0 - 1",1,0,1,Mainz 05,Schalke 04,2460,2449,0.9195064975395151,16.0,0.2774041303892023,5.0
81,2516957,"Freiburg - Bayern München, 0 - 4",4,0,4,Freiburg,Bayern München,2453,2444,0.3290488402123133,4.0,2.0486716582378075,17.0
82,2516956,"Köln - Stuttgart, 2 - 3",5,2,3,Köln,Stuttgart,2463,2445,1.2677451764268557,12.0,0.7474821060252154,8.0
83,2516955,"RB Leipzig - Borussia Dortmund, 1 - 1",2,1,1,RB Leipzig,Borussia Dortmund,2975,2447,0.7569972049478679,9.0,1.334785516082445,4.0
84,2516959,"Schalke 04 - Hertha BSC, 1 - 0",1,1,0,Schalke 04,Hertha BSC,2449,2457,0.5843350800873603,6.0,0.941750548665791,10.0
85,2516960,"Eintracht Frankfurt - Hannover 96, 1 - 0",1,1,0,Eintracht Frankfurt,Hannover 96,2462,2455,1.174814795105494,12.0,0.43570920897571797,6.0
86,2516961,"Augsburg - Hoffenheim, 0 - 2",2,0,2,Augsburg,Hoffenheim,2481,2482,0.5955832955016634,8.0,1.5816692679954685,15.0
87,2516962,"Hamburger SV - Mainz 05, 0 - 0",0,0,0,Hamburger SV,Mainz 05,2450,2460,2.0529793539101404,18.0,0.4000463796045305,5.0
88,2516963,"Wolfsburg - Bayer Leverkusen, 1 - 2",3,1,2,Wolfsburg,Bayer Leverkusen,2451,2446,0.39728174851414755,7.0,1.725509142581164,14.0
89,2516958,"Borussia M'gladbach - Werder Bremen, 2 - 2",4,2,2,Borussia M'gladbach,Werder Bremen,2454,2443,1.1302345401422158,9.0,1.8245279734808064,16.0
90,2516947,"Borussia Dortmund - Augsburg, 1 - 1",2,1,1,Borussia Dortmund,Augsburg,2447,2481,1.2830575566116336,9.0,1.459125026006629,13.0
91,2516948,"RB Leipzig - Köln, 1 - 2",3,1,2,RB Leipzig,Köln,2975,2463,2.908987483091999,16.0,1.3304904684594772,12.0
92,2516951,"Bayer Leverkusen - Schalke 04, 0 - 2",2,0,2,Bayer Leverkusen,Schalke 04,2446,2449,0.8893452194328906,8.0,1.3019300380787513,9.0
93,2516950,"Werder Bremen - Hamburger SV, 1 - 0",1,1,0,Werder Bremen,Hamburger SV,2443,2450,0.821303398675641,12.0,0.4059859986397062,5.0
94,2516946,"Bayern München - Hertha BSC, 0 - 0",0,0,0,Bayern München,Hertha BSC,2444,2457,1.9444615845414701,18.0,0.2470769275309005,5.0
95,2516949,"Hoffenheim - Freiburg, 1 - 1",2,1,1,Hoffenheim,Freiburg,2482,2453,0.9334682740447477,11.0,1.2390971908102704,6.0
96,2516953,"Hannover 96 - Borussia M'gladbach, 0 - 1",1,0,1,Hannover 96,Borussia M'gladbach,2455,2454,1.724072311734205,21.0,1.440466829596149,15.0
97,2516954,"Stuttgart - Eintracht Frankfurt, 1 - 0",1,1,0,Stuttgart,Eintracht Frankfurt,2445,2462,1.5534192986667403,12.0,0.3782701430241508,6.0
98,2516952,"Mainz 05 - Wolfsburg, 1 - 1",2,1,1,Mainz 05,Wolfsburg,2460,2451,1.205558430139992,14.0,0.8380475834434727,8.0
99,2516942,"Eintracht Frankfurt - RB Leipzig, 2 - 1",3,2,1,Eintracht Frankfurt,RB Leipzig,2462,2975,1.687478626092474,13.0,0.9930037420541648,9.0
100,2516940,"Borussia M'gladbach - Borussia Dortmund, 0 - 1",1,0,1,Borussia M'gladbach,Borussia Dortmund,2454,2447,3.094251377113629,26.0,0.5744437048452784,8.0
101,2516943,"Augsburg - Stuttgart, 0 - 1",1,0,1,Augsburg,Stuttgart,2481,2445,0.4387085119003195,7.0,1.1829845356015132,13.0
102,2516941,"Schalke 04 - Hoffenheim, 2 - 1",3,2,1,Schalke 04,Hoffenheim,2449,2482,1.046852488156408,9.0,0.5431718391564705,11.0
103,2516937,"Köln - Hannover 96, 1 - 1",2,1,1,Köln,Hannover 96,2463,2455,0.43108347373652145,5.0,0.7883646887509205,12.0
104,2516939,"Freiburg - Werder Bremen, 1 - 0",1,1,0,Freiburg,Werder Bremen,2453,2443,1.7785426209009572,7.0,0.40022765979315755,9.0
105,2516944,"Hamburger SV - Bayer Leverkusen, 1 - 2",3,1,2,Hamburger SV,Bayer Leverkusen,2450,2446,1.0402679113511248,8.0,2.000460165271623,14.0
106,2516945,"Wolfsburg - Bayern München, 1 - 2",3,1,2,Wolfsburg,Bayern München,2451,2444,0.24038232518177288,3.0,3.744253359940097,19.0
107,2516938,"Hertha BSC - Mainz 05, 0 - 2",2,0,2,Hertha BSC,Mainz 05,2457,2460,0.7379171699593517,9.0,1.0275362441077371,12.0
108,2516932,"Werder Bremen - Wolfsburg, 3 - 1",4,3,1,Werder Bremen,Wolfsburg,2443,2451,1.3313468501750942,13.0,2.369664143102116,12.0
109,2516936,"Stuttgart - Borussia M'gladbach, 1 - 0",1,1,0,Stuttgart,Borussia M'gladbach,2445,2454,0.5136701085849815,7.0,0.9231400607977506,12.0
110,2516928,"Bayern München - Schalke 04, 2 - 1",3,2,1,Bayern München,Schalke 04,2444,2449,2.203914804553067,13.0,0.8630352950869254,8.0
111,2516929,"Borussia Dortmund - Hamburger SV, 2 - 0",2,2,0,Borussia Dortmund,Hamburger SV,2447,2450,1.9867724726679472,7.0,0.5680478531834968,7.0
112,2516931,"Hoffenheim - Mainz 05, 4 - 2",6,4,2,Hoffenheim,Mainz 05,2482,2460,4.515257966029445,24.0,0.7571863013056809,6.0
113,2516933,"Eintracht Frankfurt - Köln, 4 - 2",6,4,2,Eintracht Frankfurt,Köln,2462,2463,2.6804631613804366,12.0,1.4820311820696674,8.0
114,2516934,"Bayer Leverkusen - Hertha BSC, 0 - 2",2,0,2,Bayer Leverkusen,Hertha BSC,2446,2457,2.2760216934909123,15.0,0.5693041638980438,9.0
115,2516935,"Hannover 96 - Freiburg, 2 - 1",3,2,1,Hannover 96,Freiburg,2455,2453,0.9230933862615913,13.0,1.357240425613973,12.0
116,2516930,"RB Leipzig - Augsburg, 2 - 0",2,2,0,RB Leipzig,Augsburg,2975,2481,2.6767076024137952,21.0,1.0870793409575308,11.0
117,2516925,"Hamburger SV - Hannover 96, 1 - 1",2,1,1,Hamburger SV,Hannover 96,2450,2455,1.369801397361945,13.0,1.678719581583695,14.0
118,2516924,"Augsburg - Eintracht Frankfurt, 3 - 0",3,3,0,Augsburg,Eintracht Frankfurt,2481,2462,2.0591556912528426,15.0,0.4976960243483424,8.0
119,2516922,"Borussia M'gladbach - RB Leipzig, 0 - 1",1,0,1,Borussia M'gladbach,RB Leipzig,2454,2975,0.8792035740470947,9.0,1.7588065411163902,15.0
120,2516920,"Hertha BSC - Hoffenheim, 1 - 1",2,1,1,Hertha BSC,Hoffenheim,2457,2482,1.0106155561666952,5.0,2.0035159124134103,14.0
121,2516921,"Freiburg - Bayer Leverkusen, 0 - 0",0,0,0,Freiburg,Bayer Leverkusen,2453,2446,0.9227046092358981,11.0,1.052218362781018,15.0
122,2516923,"Schalke 04 - Werder Bremen, 1 - 2",3,1,2,Schalke 04,Werder Bremen,2449,2443,1.1425643430825916,14.0,1.8021138290248215,9.0
123,2516926,"Mainz 05 - Bayern München, 0 - 2",2,0,2,Mainz 05,Bayern München,2460,2444,1.3788571655606119,13.0,0.9212776687656752,13.0
124,2516927,"Wolfsburg - Stuttgart, 1 - 1",2,1,1,Wolfsburg,Stuttgart,2451,2445,0.8024662720309584,16.0,2.5995879504402613,12.0
125,2516919,"Köln - Borussia Dortmund, 2 - 3",5,2,3,Köln,Borussia Dortmund,2463,2447,2.285834676269121,16.0,2.4536720575789728,16.0
126,2516917,"Hannover 96 - Wolfsburg, 0 - 1",1,0,1,Hannover 96,Wolfsburg,2455,2451,1.357569748891988,15.0,0.35678866543617216,6.0
127,2516916,"Bayer Leverkusen - Mainz 05, 2 - 0",2,2,0,Bayer Leverkusen,Mainz 05,2446,2460,1.5334551695760001,10.0,0.13777672761829732,2.0
128,2516914,"Werder Bremen - Hertha BSC, 0 - 0",0,0,0,Werder Bremen,Hertha BSC,2443,2457,1.8818334482034422,17.0,0.6619141417726883,5.0
129,2516910,"Bayern München - Hoffenheim, 5 - 2",7,5,2,Bayern München,Hoffenheim,2444,2482,2.9138768015879877,21.0,1.3340147570224277,6.0
130,2516911,"Borussia Dortmund - Freiburg, 2 - 2",4,2,2,Borussia Dortmund,Freiburg,2447,2453,1.345534733207643,10.0,0.6020549961349233,5.0
131,2516912,"RB Leipzig - Hamburger SV, 1 - 1",2,1,1,RB Leipzig,Hamburger SV,2975,2450,1.3934249998357056,15.0,1.1638237269513871,7.0
132,2516913,"Köln - Augsburg, 1 - 1",2,1,1,Köln,Augsburg,2463,2481,1.2019421550859615,11.0,1.0170508205423645,9.0
133,2516918,"Stuttgart - Schalke 04, 0 - 2",2,0,2,Stuttgart,Schalke 04,2445,2449,1.1346506101373581,11.0,2.1559113332989845,17.0
134,2516915,"Eintracht Frankfurt - Borussia M'gladbach, 2 - 0",2,2,0,Eintracht Frankfurt,Borussia M'gladbach,2462,2454,1.3955510331100645,6.0,1.5926059751055928,13.0
135,2516906,"Schalke 04 - Hannover 96, 1 - 1",2,1,1,Schalke 04,Hannover 96,2449,2455,0.4141133214133242,5.0,1.0876128429687821,11.0
136,2516901,"Bayern München - Werder Bremen, 4 - 2",6,4,2,Bayern München,Werder Bremen,2444,2443,1.966159998969714,16.0,0.8086380280410547,10.0
137,2516907,"Hamburger SV - Köln, 0 - 2",2,0,2,Hamburger SV,Köln,2450,2463,0.6530708624116874,10.0,1.6559039140248124,9.0
138,2516902,"Hoffenheim - Bayer Leverkusen, 1 - 4",5,1,4,Hoffenheim,Bayer Leverkusen,2482,2446,0.7815737301528156,13.0,2.352143626888929,14.0
139,2516904,"Freiburg - RB Leipzig, 2 - 1",3,2,1,Freiburg,RB Leipzig,2453,2975,0.7796952730301806,9.0,0.8510035958047085,11.0
140,2516905,"Borussia M'gladbach - Augsburg, 2 - 0",2,2,0,Borussia M'gladbach,Augsburg,2454,2481,1.4605618164873768,16.0,1.6527711875560134,17.0
141,2516908,"Mainz 05 - Stuttgart, 3 - 2",5,3,2,Mainz 05,Stuttgart,2460,2445,2.6722488575293184,20.0,0.977464712798607,8.0
142,2516909,"Wolfsburg - Eintracht Frankfurt, 1 - 3",4,1,3,Wolfsburg,Eintracht Frankfurt,2451,2462,1.0379421459488474,11.0,2.1864278865185356,16.0
143,2516903,"Hertha BSC - Borussia Dortmund, 1 - 1",2,1,1,Hertha BSC,Borussia Dortmund,2457,2447,0.7395630628009043,8.0,1.2089064099538187,10.0
144,2516892,"Borussia Dortmund - Wolfsburg, 0 - 0",0,0,0,Borussia Dortmund,Wolfsburg,2447,2451,2.2700008689336744,16.0,0.7012727775007029,9.0
145,2516894,"Köln - Borussia M'gladbach, 2 - 1",3,2,1,Köln,Borussia M'gladbach,2463,2454,1.3082436798556567,12.0,2.158236563502968,15.0
146,2516893,"RB Leipzig - Schalke 04, 3 - 1",4,3,1,RB Leipzig,Schalke 04,2975,2449,2.7118287217911794,14.0,0.479045893343776,8.0
147,2516896,"Eintracht Frankfurt - Freiburg, 1 - 1",2,1,1,Eintracht Frankfurt,Freiburg,2462,2453,1.8444168099844092,12.0,0.23346361539126048,2.0
148,2516895,"Werder Bremen - Hoffenheim, 1 - 1",2,1,1,Werder Bremen,Hoffenheim,2443,2482,2.086360990493267,13.0,1.228035910509134,10.0
149,2516898,"Augsburg - Hamburger SV, 1 - 0",1,1,0,Augsburg,Hamburger SV,2481,2450,1.3119844196754133,16.0,0.48533637475903213,9.0
150,2516899,"Hannover 96 - Mainz 05, 3 - 2",5,3,2,Hannover 96,Mainz 05,2455,2460,2.743654139387331,22.0,1.2440033882056063,12.0
151,2516900,"Stuttgart - Hertha BSC, 1 - 0",1,1,0,Stuttgart,Hertha BSC,2445,2457,0.4412520354350034,8.0,1.6932195204451044,11.0
152,2516897,"Bayer Leverkusen - Bayern München, 1 - 3",4,1,3,Bayer Leverkusen,Bayern München,2446,2444,0.9896730504087351,11.0,1.5097186650466912,15.0
153,2516884,"RB Leipzig - Hertha BSC, 2 - 3",5,2,3,RB Leipzig,Hertha BSC,2975,2457,1.924268745729779,20.0,1.0944564559257357,7.0
154,2516890,"Hannover 96 - Bayer Leverkusen, 4 - 4",8,4,4,Hannover 96,Bayer Leverkusen,2455,2446,2.021612797463244,16.0,2.0465126377941014,19.0
155,2516883,"Borussia Dortmund - Hoffenheim, 2 - 1",3,2,1,Borussia Dortmund,Hoffenheim,2447,2482,2.2740770919697124,12.0,1.0236016658330387,12.0
156,2516888,"Eintracht Frankfurt - Schalke 04, 2 - 2",4,2,2,Eintracht Frankfurt,Schalke 04,2462,2449,2.0994937421425637,6.0,1.544412040403999,14.0
157,2516885,"Köln - Wolfsburg, 1 - 0",1,1,0,Köln,Wolfsburg,2463,2451,2.1528126727617956,17.0,0.8695157542035145,8.0
158,2516886,"Werder Bremen - Mainz 05, 2 - 2",4,2,2,Werder Bremen,Mainz 05,2443,2460,0.8885514750676876,11.0,1.4390432017055448,9.0
159,2516889,"Augsburg - Freiburg, 3 - 3",6,3,3,Augsburg,Freiburg,2481,2453,1.7991213318726058,18.0,1.2341833591913314,8.0
160,2516891,"Stuttgart - Bayern München, 0 - 1",1,0,1,Stuttgart,Bayern München,2445,2444,1.3642705570496907,9.0,0.8142621251632117,13.0
161,2516887,"Borussia M'gladbach - Hamburger SV, 3 - 1",4,3,1,Borussia M'gladbach,Hamburger SV,2454,2450,1.2092143349773141,13.0,0.7297091582971924,8.0
162,2516874,"Bayern München - Köln, 1 - 0",1,1,0,Bayern München,Köln,2444,2463,3.3270264669429146,25.0,0.3287139859169524,7.0
163,2516876,"Hertha BSC - Hannover 96, 3 - 1",4,3,1,Hertha BSC,Hannover 96,2457,2455,2.031686632054103,15.0,2.0934892946132826,18.0
164,2516878,"Schalke 04 - Augsburg, 3 - 2",5,3,2,Schalke 04,Augsburg,2449,2481,3.0856416946947047,8.0,1.7655978025804775,14.0
165,2516879,"Bayer Leverkusen - Werder Bremen, 1 - 0",1,1,0,Bayer Leverkusen,Werder Bremen,2446,2443,2.305430510430599,15.0,0.2709173415441456,5.0
